date,signal,short_mavg,long_mavg,PX_LAST,rets,ret_cum_actual,positions,loop,ret_cum,inten,trend_sum,trend_sum2,days,entry_track,entry_level,index_dummy,trend_length
2005-11-28,-1.0,4.404000000000016,4.423881818181814,4.404,-0.02340000000000053,-4.398,-2.0,4.404,0.0,0.4134000000000002,0.15840000000000032,0.0,0.0,2005-09-26 00:00:00,4.2906,3940,45.0
2005-11-29,1.0,4.474300000000017,4.430218181818177,4.4743,0.07030000000000047,-4.327699999999999,2.0,4.4743,-0.02340000000000053,,0.07030000000000047,0.0,0.0,2005-11-29 00:00:00,4.4743,3941,0.0
2005-12-08,-1.0,4.462300000000016,4.46753636363636,4.4623,-0.04720000000000013,-4.3397,-2.0,4.4623,0.0,0.07099999999999884,-0.012000000000000455,0.0,0.0,2005-11-30 00:00:00,4.484,3948,6.0
2005-12-09,1.0,4.523300000000016,4.472585454545451,4.5233,0.06099999999999994,-4.2787,2.0,4.5233,-0.04720000000000013,,0.06099999999999994,0.0,0.0,2005-12-09 00:00:00,4.5233,3949,0.0
2005-12-14,-1.0,4.456300000000016,4.485272727272723,4.4563,-0.06300000000000061,-4.3457,-2.0,4.4563,0.0,-0.05119999999999969,-0.06700000000000017,0.0,0.0,2005-12-12 00:00:00,4.547,3952,2.0
2006-01-25,1.0,4.475400000000018,4.442096363636359,4.4754,0.08499999999999996,-4.3266,2.0,4.4754,0.0,-0.13229999999999986,0.019099999999999895,0.0,0.0,2005-12-15 00:00:00,4.4602,3981,28.0
2006-06-02,-1.0,4.989800000000015,4.991781818181816,4.9898,-0.10860000000000003,-3.8122,-2.0,4.9898,0.0,0.7184000000000008,0.5144000000000002,0.0,0.0,2006-01-26 00:00:00,4.5172,4073,91.0
2006-06-05,1.0,5.017700000000015,4.998349090909088,5.0177,0.027899999999999814,-3.7843,2.0,5.0177,-0.10860000000000003,,0.027899999999999814,0.0,0.0,2006-06-05 00:00:00,5.0177,4074,0.0
2006-06-06,-1.0,4.999700000000015,5.003494545454544,4.9997,-0.017999999999999794,-3.8023,-2.0,4.9997,0.027899999999999814,,-0.017999999999999794,0.0,0.0,2006-06-06 00:00:00,4.9997,4075,0.0
2006-06-07,1.0,5.017700000000015,5.009296363636362,5.0177,0.017999999999999794,-3.7843,2.0,5.0177,-0.017999999999999794,,0.017999999999999794,0.0,0.0,2006-06-07 00:00:00,5.0177,4076,0.0
